job_title,rating,company_name,industry,old title,salary_lower,salary_upper,salary,City,State,max_emp_size,min_emp_size,company_age,python,excel,hadoop,spark,aws,tableau,big_data,numpy,pandas,machine_learning,power_bi,sql,deep_learning
senior data scientist,3.1,Healthfirst,Insurance Carriers,Sr Data Scientist,137,171,222.5,New York,NY,5000,1001,28,0,0,0,0,1,0,0,0,0,1,0,0,0
data scientist,4.2,ManTech,Research & Development,Data Scientist,137,171,222.5,Chantilly,VA,10000,5001,53,0,0,1,0,0,0,0,0,0,1,0,1,0
data scientist,3.8,Analysis Group,Consulting,Data Scientist,137,171,222.5,Boston,MA,5000,1001,40,1,1,0,0,1,0,0,0,0,1,0,0,0
data scientist,3.5,INFICON,Electrical & Electronic Manufacturing,Data Scientist,137,171,222.5,Newton,MA,1000,501,21,1,1,0,0,1,0,0,0,0,1,0,1,1
data scientist,2.9,Affinity Solutions,Advertising & Marketing,Data Scientist,137,171,222.5,New York,NY,200,51,23,1,1,0,0,0,0,0,0,0,1,0,1,0
data scientist,4.2,HG Insights,Computer Hardware & Software,Data Scientist,137,171,222.5,Santa Barbara,CA,200,51,11,1,1,1,1,0,0,0,0,0,1,0,1,0
machine learning engineer,3.9,Novartis,Biotech & Pharmaceuticals,Data Scientist / Machine Learning Expert,137,171,222.5,Cambridge,MA,10000,10000,25,1,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.5,iRobot,Consumer Electronics & Appliances Stores,Data Scientist,137,171,222.5,Bedford,MA,5000,1001,31,1,0,0,0,0,0,0,1,1,0,0,1,0
senior data scientist,4.4,Intuit - Data,Computer Hardware & Software,Staff Data Scientist - Analytics,137,171,222.5,San Diego,CA,10000,5001,38,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.6,XSELL Technologies,Enterprise Software & Network Solutions,Data Scientist,137,171,222.5,Chicago,IL,200,51,7,1,0,0,0,0,0,0,0,0,1,0,1,1
data scientist,4.5,Novetta,Enterprise Software & Network Solutions,Data Scientist,137,171,222.5,Herndon,VA,1000,501,9,1,1,0,0,1,0,0,0,0,1,0,0,1
data scientist,4.7,1904labs,IT Services,Data Scientist,137,171,222.5,Saint Louis,MO,200,51,5,1,0,0,1,0,0,0,0,1,1,0,1,0
data scientist,3.7,PNNL,Energy,"Data Scientist - Statistics, Early Career",137,171,222.5,Richland,WA,5000,1001,56,0,1,0,0,0,0,0,0,0,1,0,0,0
data modeler,3.1,Old World Industries,Chemical Manufacturing,Data Modeler,137,171,222.5,Northbrook,IL,500,201,48,1,1,0,0,0,1,0,0,0,0,0,1,0
data scientist,3.4,Mathematica Policy Research,Consulting,Data Scientist,137,171,222.5,Washington,DC,5000,1001,35,1,1,0,0,1,0,0,0,1,1,0,0,0
senior data scientist,4.4,Guzman & Griffin Technologies (GGTI),Federal Agencies,Experienced Data Scientist,137,171,222.5,Washington,DC,50,1,24,1,1,1,1,0,1,0,1,0,1,0,1,1
data scientist,4.1,Upside Business Travel,Internet,Data Scientist - Contract,137,171,222.5,Remote,,200,51,6,1,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.5,Buckman,Chemical Manufacturing,Data Scientist,137,171,222.5,Memphis,TN,5000,1001,76,1,0,1,0,0,0,0,0,0,1,0,1,0
senior data analyst,4.2,"Insight Enterprises, Inc.",Enterprise Software & Network Solutions,Data Analyst II,137,171,222.5,Plano,TX,10000,5001,33,0,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.5,Tower Health,Health Care Services & Hospitals,Medical Lab Scientist,137,171,222.5,West Grove,PA,10000,5001,4,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.2,Triplebyte,Computer Hardware & Software,Data Scientist,137,171,222.5,New York,NY,200,51,6,0,0,0,0,0,0,0,0,0,1,0,0,0
machine learning engineer,4.3,PulsePoint,Internet,Data Scientist/Machine Learning,137,171,222.5,New York,NY,200,51,10,1,0,1,1,0,0,0,1,1,1,0,0,0
data scientist,3.5,Exponent,Consulting,Human Factors Scientist,137,171,222.5,Phoenix,AZ,5000,1001,54,0,1,0,0,0,0,0,0,0,0,0,0,0
data analyst,3.5,Guardian Life,Insurance Carriers,Business Intelligence Analyst I- Data Insights,137,171,222.5,Appleton,WI,10000,5001,161,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.4,Spectrum Communications and Consulting,Advertising & Marketing,Data Scientist,137,171,222.5,Chicago,IL,200,51,29,0,0,0,0,0,0,0,0,0,0,0,1,0
data scientist,4.7,Oversight Systems,Computer Hardware & Software,Data Scientist,137,171,222.5,Atlanta,GA,200,51,18,1,1,0,0,0,0,0,0,1,1,0,1,1
data scientist,4.2,LSQ,Investment Banking & Asset Management,Data Scientist - Risk,137,171,222.5,Orlando,FL,200,51,25,1,1,1,1,1,1,0,0,0,0,1,0,0
data scientist,3.8,MIT Lincoln Laboratory,Aerospace & Defense,Data Scientist-Human Resources,137,171,222.5,Lexington,MA,5000,1001,70,1,0,1,1,0,0,0,0,0,1,0,1,0
data scientist,4.5,Kingfisher Systems,Federal Agencies,Data Scientist,137,171,222.5,McLean,VA,200,51,16,1,0,0,0,0,1,0,0,0,1,0,1,0
data scientist,2.8,Formation,Enterprise Software & Network Solutions,Data Scientist,137,171,222.5,San Francisco,CA,200,51,6,0,1,0,1,0,0,0,0,0,1,0,0,0
data scientist,3.8,Analysis Group,Consulting,Data Scientist,75,131,140.5,Boston,MA,5000,1001,40,1,1,0,0,1,0,0,0,0,1,0,0,0
machine learning engineer,3.9,Novartis,Biotech & Pharmaceuticals,Data Scientist / Machine Learning Expert,75,131,140.5,Cambridge,MA,10000,10000,25,1,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,5.0,Cohere Health,IT Services,Data Scientist,75,131,140.5,Boston,MA,50,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0
senior data scientist,4.8,Acuity Insurance,Insurance Carriers,Senior Research Statistician- Data Scientist,75,131,140.5,Sheboygan,WI,5000,1001,96,0,0,0,0,0,0,0,0,0,0,0,0,0
data engineer,3.6,Chef,Enterprise Software & Network Solutions,Data Engineer,75,131,140.5,United States,,500,201,13,0,1,0,0,1,0,0,0,0,0,0,1,0
data scientist,3.3,Puget Sound Energy,Utilities,Associate Data Scientist,75,131,140.5,Bothell,WA,5000,1001,22,0,1,1,1,0,0,0,0,0,1,0,1,0
data analyst,2.7,Sandhills Global,Enterprise Software & Network Solutions,Business Intelligence Analyst,75,131,140.5,Lincoln,NE,5000,1001,43,1,1,0,0,0,1,0,0,0,0,1,1,0
data scientist,2.7,A Place for Mom,Health Care Services & Hospitals,Data Scientist,75,131,140.5,Overland Park,KS,1000,501,21,1,1,0,0,1,0,0,0,0,1,0,1,0
data scientist,2.2,Great-Circle Technologies,Enterprise Software & Network Solutions,Data Scientist,75,131,140.5,Chantilly,VA,50,1,21,1,1,1,1,1,0,0,0,0,1,0,1,0
senior data analyst,3.4,Edmunds.com,Internet,Senior Analyst/Data Scientist,75,131,140.5,Santa Monica,CA,1000,501,55,1,1,0,0,1,1,0,0,0,0,0,1,0
data analyst,3.1,"Cambridge Associates, LLC",Investment Banking & Asset Management,Data Analyst,75,131,140.5,Boston,MA,1000,501,48,1,1,0,0,0,0,0,0,0,0,0,1,0
machine learning engineer,3.4,Liberty Mutual Insurance,Insurance Carriers,Machine Learning Engineer,75,131,140.5,Portsmouth,NH,10000,10000,109,1,1,0,1,1,0,0,0,0,1,0,0,0
data analyst,2.6,Cenlar,Unknown,Data Analyst I,75,131,140.5,Ewing,NJ,5000,1001,63,0,0,0,0,0,0,0,0,0,0,0,1,0
data scientist,5.0,Arsenal Biosciences,Biotech & Pharmaceuticals,Scientist - Molecular Biology,75,131,140.5,South San Francisco,CA,200,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,4.2,Eversight,Enterprise Software & Network Solutions,Data Scientist,75,131,140.5,Palo Alto,CA,200,51,8,1,0,0,0,0,0,0,0,0,1,0,0,1
machine learning engineer,4.1,Pfizer,Biotech & Pharmaceuticals,"Computational Scientist, Machine Learning",75,131,140.5,Cambridge,MA,10000,10000,172,1,1,0,0,1,0,0,0,0,1,0,0,1
senior data scientist,4.8,Klaviyo,Computer Hardware & Software,Senior Data Scientist,75,131,140.5,Boston,MA,500,201,9,0,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.3,Intellectual Ventures,Investment Banking & Asset Management,Data Scientist,75,131,140.5,Bellevue,WA,1000,501,21,1,1,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.7,GovTech,Federal Agencies,Data Scientist,75,131,140.5,San Francisco,CA,5000,1001,5,1,1,0,0,0,1,0,0,0,1,0,0,0
data scientist,4.3,Quick Base,Enterprise Software & Network Solutions,Data Scientist,75,131,140.5,Cambridge,MA,500,201,22,1,1,0,0,0,1,0,0,1,1,1,1,0
data analyst,4.8,Giving Assistant,Advertising & Marketing,Data Analyst,75,131,140.5,San Francisco,CA,50,1,7,1,1,0,0,0,1,0,0,0,1,0,1,0
data scientist,3.7,Takeda,Biotech & Pharmaceuticals,Data Scientist,75,131,140.5,Cambridge,MA,10000,10000,240,1,0,0,1,0,0,0,0,0,1,0,1,1
data scientist,4.0,Netskope,Enterprise Software & Network Solutions,Data Scientist,75,131,140.5,San Francisco,CA,1000,501,9,1,1,0,1,0,0,0,0,0,1,0,0,0
data engineer,4.8,IT Concepts,IT Services,Jr. Data Engineer,75,131,140.5,Remote,,200,51,18,0,1,0,0,0,0,0,0,0,0,0,1,0
data analyst,3.5,iSeatz,Enterprise Software & Network Solutions,E-Commerce Data Analyst,75,131,140.5,New Orleans,LA,200,51,22,0,1,0,0,0,0,0,0,0,0,0,1,0
data engineer,3.7,Summa Health System,Health Care Services & Hospitals,Data Analytics Engineer,75,131,140.5,Akron,OH,10000,5001,95,0,1,0,0,1,1,0,0,0,0,0,0,0
senior data scientist,3.5,Benson Hill,Biotech & Pharmaceuticals,Senior Data Scientist,75,131,140.5,Saint Louis,MO,500,201,9,1,1,0,0,0,0,0,0,0,1,0,0,0
data scientist,4.1,Twitter,Internet,Product Data Scientist - Ads Data Science,75,131,140.5,San Francisco,CA,5000,1001,15,1,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.2,Postmates - Corporate HQ,Express Delivery Services,Data Scientist,75,131,140.5,San Francisco,CA,5000,1001,10,1,0,0,1,0,0,0,1,1,1,0,1,0
data scientist,4.5,Envision LLC,Staffing & Outsourcing,Data Scientist - Intermediate,75,131,140.5,Saint Louis,MO,500,201,27,1,1,0,0,0,0,0,0,0,1,0,0,0
data analyst,3.8,Swiss Re,Insurance Agencies & Brokerages,Data Analyst,75,131,140.5,Fort Wayne,IN,10000,10000,158,1,1,0,0,0,0,0,0,0,0,0,1,0
machine learning engineer,4.5,Systems & Technology Research,Aerospace & Defense,Machine Learning Engineer,75,131,140.5,Woburn,MA,500,201,11,1,1,0,0,0,0,0,0,0,1,0,0,1
data scientist,3.5,iRobot,Consumer Electronics & Appliances Stores,Data Scientist,79,131,144.5,Bedford,MA,5000,1001,31,1,0,0,0,0,0,0,1,1,0,0,1,0
data scientist,4.2,HG Insights,Computer Hardware & Software,Data Scientist,79,131,144.5,Santa Barbara,CA,200,51,11,1,1,1,1,0,0,0,0,0,1,0,1,0
data analyst,3.8,Dermalogica,Consumer Products Manufacturing,Global Data Analyst,79,131,144.5,Carson,CA,500,201,35,0,1,0,0,0,1,0,0,0,0,1,1,0
data engineer,3.7,Bayview Asset Management,Investment Banking & Asset Management,Data Engineer,79,131,144.5,Coral Gables,FL,5000,1001,26,1,0,0,0,0,0,0,0,0,0,0,1,0
data scientist,3.7,Via Transportation,Internet,Data Scientist,79,131,144.5,New York,NY,1000,501,9,1,0,0,0,0,1,0,0,0,1,0,1,0
data scientist,4.0,Grid Dynamics,Enterprise Software & Network Solutions,Data Scientist,79,131,144.5,Santa Clara,CA,5000,1001,15,1,1,0,0,0,1,0,0,0,0,0,1,0
machine learning engineer,3.3,Tempus Labs,Biotech & Pharmaceuticals,Data & Machine Learning Scientist,79,131,144.5,Chicago,IL,1000,501,6,1,0,0,0,1,0,0,1,1,1,0,1,1
machine learning engineer,2.5,CareDx,Biotech & Pharmaceuticals,Data Scientist - Machine Learning,79,131,144.5,Brisbane,CA,50,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
data engineer,4.2,IZEA,Advertising & Marketing,Data Engineer (Remote),79,131,144.5,Winter Park,FL,200,51,15,1,1,1,1,1,0,0,0,0,1,0,1,0
machine learning engineer,3.3,Tempus Labs,Biotech & Pharmaceuticals,"Data Scientist, Applied Machine Learning - Bay Area",79,131,144.5,Redwood City,CA,1000,501,6,1,0,0,0,1,0,0,1,1,1,0,1,0
data science manager,4.0,Autodesk,Computer Hardware & Software,Principal Data Scientist,79,131,144.5,San Francisco,CA,10000,5001,39,1,1,1,1,1,0,0,0,0,1,0,0,0
data analyst,3.7,Caterpillar,Industrial Manufacturing,Business Data Analyst,79,131,144.5,Peoria,IL,10000,10000,96,0,1,0,0,0,1,0,0,0,0,0,1,0
data scientist,4.9,New England Biolabs,Biotech & Pharmaceuticals,Purification Scientist,79,131,144.5,Ipswich,MA,500,201,47,0,0,0,0,0,0,0,0,0,0,0,0,0
data analyst,3.4,Allied Solutions,Insurance Agencies & Brokerages,Data Analyst,79,131,144.5,Carmel,IN,5000,1001,20,1,1,0,0,0,1,0,0,0,0,0,1,0
data engineer,3.1,Healthfirst,Insurance Carriers,"Data Engineer, Enterprise Analytics",79,131,144.5,New York,NY,5000,1001,28,1,1,0,0,0,0,0,0,0,1,0,1,0
data scientist,3.5,The Knot Worldwide,Internet,Data Scientist,79,131,144.5,Washington,DC,5000,1001,2,1,0,0,1,1,0,0,0,0,1,0,0,0
data scientist,2.9,IFG Companies,Insurance Carriers,Data Scientist,79,131,144.5,New York,NY,500,201,36,1,0,0,0,0,0,0,0,0,1,0,1,0
data scientist,3.3,Amyris,Biotech & Pharmaceuticals,Data Scientist 3 (718),79,131,144.5,Emeryville,CA,500,201,18,1,0,0,0,1,0,0,0,0,1,0,0,0
data scientist,4.0,AstraZeneca,Biotech & Pharmaceuticals,"Real World Science, Data Scientist",79,131,144.5,Gaithersburg,MD,10000,10000,108,1,0,1,0,0,0,0,0,0,1,0,1,0
data scientist,3.6,Powertek,IT Services,Data Scientist,79,131,144.5,Washington,DC,200,51,20,0,0,0,0,0,0,0,0,0,0,0,0,0
data engineer,4.7,Object Partners,Consulting,Data Engineer,79,131,144.5,Saint Louis,MO,200,51,25,0,0,1,1,1,0,0,0,0,0,0,1,0
data scientist,4.9,The Mom Project,Staffing & Outsourcing,Data Scientist - Image and Video Analytics,79,131,144.5,Longmont,CO,50,1,5,1,0,1,1,1,0,0,0,0,1,0,0,1
data scientist,4.3,Lightspeed Systems,Computer Hardware & Software,Data Scientist,79,131,144.5,Austin,TX,200,51,22,1,0,0,1,1,0,0,0,0,1,0,1,1
data science manager,4.0,Stripe,Internet,"Data Science Manager, Payment Acceptance - USA",79,131,144.5,San Francisco,CA,5000,1001,11,1,0,0,0,0,0,0,0,0,1,0,1,0
data analyst,2.6,Comprehensive Healthcare,Health Care Services & Hospitals,Data Analyst,79,131,144.5,Yakima,WA,1000,501,50,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,4.5,"Fullpower Technologies, Inc.",Computer Hardware & Software,Data Scientist / Applied Mathematician,79,131,144.5,Santa Cruz,CA,200,51,18,1,0,0,0,1,0,0,0,1,1,0,1,1
machine learning engineer,4.8,Klaviyo,Computer Hardware & Software,Machine Learning Engineer,79,131,144.5,Boston,MA,500,201,9,1,0,0,0,0,0,0,1,1,1,0,0,0
data scientist,3.9,Mars,Food & Beverage Manufacturing,Data Scientist,79,131,144.5,United States,,10000,10000,110,1,0,0,1,1,0,0,0,0,1,0,0,0
data scientist,4.0,AstraZeneca,Biotech & Pharmaceuticals,Patient Safety- Associate Data Scientist,79,131,144.5,Gaithersburg,MD,10000,10000,108,1,1,0,0,0,0,0,0,0,1,0,1,1
machine learning engineer,4.4,NuWave Solutions,IT Services,Machine Learning Engineer,79,131,144.5,Springfield,VA,200,51,22,1,0,1,1,1,0,0,0,0,1,0,1,0
senior data scientist,4.2,ManTech,Research & Development,Senior Data Scientist,79,131,144.5,Alexandria,VA,10000,5001,53,1,0,1,1,0,1,0,0,0,1,0,1,0
senior data scientist,3.6,Merrick Bank,Banks & Credit Unions,(Sr.) Data Scientist -,79,131,144.5,Utah,,500,201,24,1,1,0,0,1,0,0,0,0,1,0,1,0
data scientist,3.4,Mathematica Policy Research,Consulting,Data Scientist,99,132,165.0,Washington,DC,5000,1001,35,1,1,0,0,1,0,0,0,1,1,0,0,0
senior data scientist,4.4,Intuit - Data,Computer Hardware & Software,Staff Data Scientist - Analytics,99,132,165.0,San Diego,CA,10000,5001,38,0,0,0,0,0,0,0,0,0,0,0,0,0
data engineer,3.5,QOMPLX,Enterprise Software & Network Solutions,Data Analytics Engineer,99,132,165.0,Reston,VA,200,51,6,1,0,0,1,0,0,0,0,0,1,0,1,0
data scientist,3.9,Mars,Food & Beverage Manufacturing,"Data Scientist, Kinship - NYC/Portland",99,132,165.0,New York,NY,10000,10000,110,1,0,0,1,0,0,0,0,0,1,0,0,0
senior data scientist,3.8,GutCheck,Advertising & Marketing,Senior Data Scientist,99,132,165.0,Denver,CO,200,51,12,0,0,0,0,0,0,0,0,0,1,0,0,0
data scientist,3.5,Inter-American Development Bank,Banks & Credit Unions,Applied Technology Researcher / Data Scientist,99,132,165.0,Washington,DC,5000,1001,62,0,1,0,0,0,1,0,0,0,0,0,0,0
data scientist,4.9,Avlino,Enterprise Software & Network Solutions,Data Scientist,99,132,165.0,New Jersey,,50,1,8,1,0,1,1,0,0,0,0,0,1,0,0,0
machine learning engineer,4.4,Stratagem Group,Aerospace & Defense,Machine Learning Engineer,99,132,165.0,Aurora,CO,50,1,14,1,1,1,1,1,0,0,0,0,1,0,1,1
data scientist,4.1,Evidation,Internet,Health Data Scientist - Biomedical/Biostats,99,132,165.0,Santa Barbara,CA,200,51,9,1,0,0,0,0,0,0,0,0,1,0,0,1
senior data scientist,4.0,Autodesk,Computer Hardware & Software,Senior Data Scientist,99,132,165.0,San Francisco,CA,10000,5001,39,1,0,1,1,0,0,0,0,1,1,0,1,0
senior data scientist,4.4,Intuit - Data,Computer Hardware & Software,Staff Data Scientist,99,132,165.0,San Diego,CA,10000,5001,38,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.8,Tecolote Research,Aerospace & Defense,Data Scientist,99,132,165.0,Hill AFB,UT,1000,501,48,1,1,0,0,0,1,0,0,0,1,1,1,0
senior data engineer,3.2,Tivity Health,Health Care Services & Hospitals,Sr Data Engineer (Sr BI Developer),99,132,165.0,Chandler,AZ,1000,501,40,0,0,1,0,0,0,0,0,0,0,0,1,0
data engineer,2.9,hc1,Biotech & Pharmaceuticals,Data Engineer,99,132,165.0,Indianapolis,IN,200,51,10,1,0,0,0,1,0,0,0,0,1,0,1,0
data science manager,4.1,HP Inc.,Computer Hardware & Software,Lead Data Scientist,99,132,165.0,San Diego,CA,10000,10000,82,1,1,1,0,1,0,0,0,0,1,0,0,0
data scientist,3.7,SAIC,Enterprise Software & Network Solutions,Data Scientist,99,132,165.0,Chantilly,VA,10000,10000,8,1,0,0,0,0,0,0,0,0,0,0,0,0
data analyst,3.2,AllianceBernstein,Investment Banking & Asset Management,RFP Data Analyst,99,132,165.0,Nashville,TN,5000,1001,54,0,1,0,1,0,0,0,0,0,0,0,0,0
data analyst,4.9,Big Huge Games,Video Games,Data Analyst,99,132,165.0,Timonium,MD,200,51,8,0,1,0,0,0,1,0,0,0,0,0,1,0
data scientist,3.5,Maxar Technologies,Aerospace & Defense,Data Scientist (TS/SCI),99,132,165.0,Herndon,VA,10000,5001,1,1,0,0,0,0,0,0,0,0,1,0,1,0
data engineer,5.0,Phantom AI,Computer Hardware & Software,Data Engineer,99,132,165.0,Burlingame,CA,50,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,4.0,Noblis,Consulting,Data Scientist,99,132,165.0,Reston,VA,5000,1001,25,1,0,1,1,1,1,0,0,0,1,0,1,0
data scientist,3.6,Spring Health,Health Care Services & Hospitals,Data Scientist,99,132,165.0,New York,NY,50,1,5,1,1,0,0,0,0,0,0,0,1,0,1,0
data engineer,4.0,ClearEdge,Computer Hardware & Software,Software Engineer - Data Science,99,132,165.0,Annapolis Junction,MD,200,51,19,1,1,1,1,0,0,0,0,1,1,0,0,0
data engineer,3.2,AllianceBernstein,Investment Banking & Asset Management,Data Analyst/Engineer,99,132,165.0,Nashville,TN,5000,1001,54,1,1,0,0,0,0,0,0,0,0,0,1,0
data scientist,5.0,Arsenal Biosciences,Biotech & Pharmaceuticals,NGS Scientist,99,132,165.0,South San Francisco,CA,200,51,2,0,1,0,0,0,0,0,0,0,0,0,0,0
data engineer,4.8,GetWellNetwork,Health Care Services & Hospitals,Data Engineer,99,132,165.0,Bethesda,MD,500,201,21,1,0,0,0,0,0,0,0,0,0,0,1,0
data scientist,4.5,TACG Solutions,Consulting,Data Scientist,99,132,165.0,Dayton,OH,200,51,15,1,1,0,0,0,1,0,0,0,0,0,1,0
senior data engineer,4.7,Scoop,Internet,Senior Data Engineer,99,132,165.0,San Francisco,CA,200,51,6,1,0,0,1,0,0,0,0,0,1,0,0,0
senior data scientist,4.5,Novetta,Enterprise Software & Network Solutions,Senior Data Scientist,99,132,165.0,Herndon,VA,1000,501,9,1,1,0,0,1,0,0,0,0,1,0,0,1
data engineer,4.2,IZEA,Advertising & Marketing,Data Engineer,99,132,165.0,Winter Park,FL,200,51,15,1,1,1,1,1,0,0,0,0,1,0,1,0
data analyst,3.4,Montway Inc,Shipping,Business Intelligence Analyst,99,132,165.0,Schaumburg,IL,200,51,15,1,1,0,0,0,1,0,0,0,1,0,1,0
senior data scientist,3.8,Juniper Networks,Telecommunications Services,Sr. ML/Data Scientist - AI/NLP/Chatbot,99,132,165.0,Cupertino,CA,10000,5001,25,1,1,0,1,1,0,0,1,0,1,0,0,0
data scientist,4.7,1904labs,IT Services,Data Scientist,90,109,144.5,Saint Louis,MO,200,51,5,1,0,0,1,0,0,0,0,1,1,0,1,0
data scientist,3.6,XSELL Technologies,Enterprise Software & Network Solutions,Data Scientist,90,109,144.5,Chicago,IL,200,51,7,1,0,0,0,0,0,0,0,0,1,0,1,1
data engineer,4.2,IZEA,Advertising & Marketing,Data Engineer,90,109,144.5,Winter Park,FL,200,51,15,1,1,1,1,1,0,0,0,0,1,0,1,0
senior data scientist,3.8,Juniper Networks,Telecommunications Services,Sr. ML/Data Scientist - AI/NLP/Chatbot,90,109,144.5,Cupertino,CA,10000,5001,25,1,1,0,1,1,0,0,1,0,1,0,0,0
data scientist,5.0,Notion Labs,Enterprise Software & Network Solutions,Data Scientist,90,109,144.5,San Francisco,CA,50,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0
senior data engineer,4.9,Lendio,Lending,Senior Data Engineer,90,109,144.5,Lehi,UT,500,201,10,1,0,1,1,1,0,0,0,0,0,0,1,0
data engineer,4.4,Direct Agents,Advertising & Marketing,Data Engineer,90,109,144.5,Culver City,CA,200,51,18,1,1,0,0,0,0,0,0,0,1,1,1,0
data scientist,3.3,NAVEX Global,Computer Hardware & Software,Data Scientist,90,109,144.5,Lake Oswego,OR,5000,1001,9,1,0,0,1,0,1,0,0,0,1,0,1,0
machine learning engineer,3.2,Triplebyte,Computer Hardware & Software,Machine Learning Engineer,90,109,144.5,Remote,,200,51,6,0,0,0,0,0,0,0,0,0,1,0,0,0
machine learning engineer,3.2,Triplebyte,Computer Hardware & Software,Machine Learning Engineer,90,109,144.5,Remote,,200,51,6,0,0,0,0,0,0,0,0,0,1,0,0,0
senior data engineer,4.9,Lendio,Lending,Senior Data Engineer,90,109,144.5,Lehi,UT,500,201,10,1,0,1,1,1,0,0,0,0,0,0,1,0
data scientist,4.2,Upstart,Lending,Data Scientist,90,109,144.5,San Mateo,CA,500,201,9,1,0,0,0,0,0,0,0,0,1,0,0,0
data analyst,4.5,Envision LLC,Staffing & Outsourcing,Data Analyst,90,109,144.5,San Francisco,CA,500,201,27,1,0,1,1,0,1,0,1,1,1,0,0,0
data engineer,4.8,AppLovin,Video Games,Data Engineer,90,109,144.5,Palo Alto,CA,500,201,9,0,1,1,1,0,0,0,0,0,0,0,0,0
data engineer,3.8,ISO New England,Utilities,Data Integration and Modeling Engineer,90,109,144.5,Holyoke,MA,1000,501,24,0,1,0,0,0,0,0,0,0,0,0,1,0
data engineer,3.7,Relativity,Enterprise Software & Network Solutions,Tableau Data Engineer 20-0117,90,109,144.5,Chicago,IL,5000,1001,20,0,1,0,1,0,1,0,0,0,0,0,1,0
senior data scientist,3.3,Tempo Automation,Electrical & Electronic Manufacturing,Senior Data Scientist,90,109,144.5,San Francisco,CA,200,51,8,1,0,1,1,1,1,0,0,0,1,0,1,0
data scientist,3.3,MITRE,Federal Agencies,AI Data Scientist,90,109,144.5,McLean,VA,10000,5001,63,1,0,0,0,0,0,0,0,0,1,0,0,0
machine learning engineer,5.0,"Expedition Technology, Inc.",Aerospace & Defense,Machine Learning Engineer,90,109,144.5,Herndon,VA,50,1,8,1,1,0,0,0,0,0,0,0,1,0,0,1
data scientist,3.8,Evidera,Biotech & Pharmaceuticals,Research Scientist Patient Preferences (Remote),90,109,144.5,Bethesda,MD,1000,501,8,0,1,0,0,0,0,0,0,0,0,0,0,0
data scientist,3.4,Plymouth Rock Assurance,Insurance Carriers,Data Scientist,90,109,144.5,Woodbridge,NJ,5000,1001,39,0,1,0,0,0,0,0,0,0,0,0,1,0
data scientist,2.4,Crown Bioscience,Biotech & Pharmaceuticals,Scientist - Biomarker and Flow Cytometry,90,109,144.5,San Diego,CA,1000,501,15,0,0,0,0,0,0,0,0,0,0,0,0,0
data scientist,2.9,GNS Healthcare,Biotech & Pharmaceuticals,Data Scientist,90,109,144.5,Cambridge,MA,200,51,21,0,0,0,0,1,0,0,0,0,1,0,1,0
data science manager,4.4,OneMagnify,Advertising & Marketing,Analytics Manager,90,109,144.5,Dearborn,MI,500,201,54,0,1,0,0,0,1,0,0,0,0,0,1,0
data scientist,2.9,SPECTRUM,"Cable, Internet & Telephone Providers",Data Scientist,90,109,144.5,Maryland Heights,MO,10000,10000,5,1,1,1,0,0,0,0,0,0,1,0,1,1
senior data scientist,2.7,Advanced BioScience Laboratories,Biotech & Pharmaceuticals,Staff Scientist- Upstream PD,90,109,144.5,Rockville,MD,500,201,60,0,0,0,0,0,0,0,0,0,0,0,0,0
data engineer,4.2,Procore Technologies,Computer Hardware & Software,Data Engineer,90,109,144.5,Carpinteria,CA,5000,1001,19,1,1,1,1,1,0,0,0,0,1,0,1,0
senior data scientist,3.5,Ritedose,Biotech & Pharmaceuticals,Sr Scientist - Extractables & Leachables,90,109,144.5,Columbia,SC,500,201,26,0,1,0,0,0,0,0,0,0,0,0,0,0
senior data scientist,4.2,bioMérieux,Biotech & Pharmaceuticals,Sr Data Scientist,90,109,144.5,Saint Louis,MO,10000,10000,58,1,1,0,0,0,0,0,0,0,1,0,0,0
data scientist,4.5,Novetta,Enterprise Software & Network Solutions,Data Scientist,101,165,183.5,Herndon,VA,1000,501,9,1,1,0,0,1,0,0,0,0,1,0,0,1
senior data scientist,4.4,Guzman & Griffin Technologies (GGTI),Federal Agencies,Experienced Data Scientist,101,165,183.5,Washington,DC,50,1,24,1,1,1,1,0,1,0,1,0,1,0,1,1
data scientist,3.5,Leidos,Aerospace & Defense,Data Scientist,101,165,183.5,Fort Meade,MD,10000,10000,52,0,0,0,0,1,0,0,0,0,1,0,0,0
